-1.9075,-2.0218,-1.2341
-1.9074,-2.0235,-1.2342
-1.9073,-2.0253,-1.2343
-1.9072,-2.027,-1.2344
-1.9071,-2.0287,-1.2345
-1.907,-2.0303,-1.2346
-1.9069,-2.032,-1.2346
-1.9069,-2.0337,-1.2347
-1.9068,-2.0354,-1.2348
-1.9067,-2.037,-1.2349
-1.9066,-2.0387,-1.235
-1.9065,-2.0404,-1.2351
-1.9064,-2.042,-1.2352
-1.9063,-2.0436,-1.2353
-1.9062,-2.0453,-1.2354
-1.9061,-2.0469,-1.2355
-1.906,-2.0485,-1.2356
-1.9059,-2.0501,-1.2357
-1.9058,-2.0517,-1.2358
-1.9057,-2.0533,-1.2359
-1.9056,-2.0549,-1.236
-1.9055,-2.0565,-1.2361
-1.9054,-2.058,-1.2362
-1.9052,-2.0596,-1.2363
-1.9051,-2.0611,-1.2365
-1.905,-2.0627,-1.2366
-1.9049,-2.0642,-1.2367
-1.9048,-2.0657,-1.2368
-1.9047,-2.0673,-1.2369
-1.9046,-2.0688,-1.237
-1.9045,-2.0703,-1.2371
-1.9044,-2.0718,-1.2372
-1.9042,-2.0732,-1.2374
-1.9041,-2.0747,-1.2375
-1.904,-2.0762,-1.2376
-1.9039,-2.0776,-1.2377
-1.9038,-2.0791,-1.2378
-1.9037,-2.0805,-1.2379
-1.9035,-2.0819,-1.2381
-1.9034,-2.0834,-1.2382
-1.9033,-2.0848,-1.2383
-1.9032,-2.0862,-1.2384
-1.9031,-2.0876,-1.2385
-1.9029,-2.089,-1.2387
-1.9028,-2.0903,-1.2388
-1.9027,-2.0917,-1.2389
-1.9026,-2.093,-1.239
-1.9024,-2.0944,-1.2392
-1.9023,-2.0957,-1.2393
-1.9022,-2.097,-1.2394
-1.9021,-2.0983,-1.2395
-1.9019,-2.0996,-1.2396
-1.9018,-2.1009,-1.2398
-1.9017,-2.1022,-1.2399
-1.9016,-2.1035,-1.24
-1.9014,-2.1048,-1.2401
-1.9013,-2.106,-1.2403
-1.9012,-2.1072,-1.2404
-1.9011,-2.1085,-1.2405
-1.9009,-2.1097,-1.2406
-1.9008,-2.1109,-1.2408
-1.9007,-2.1121,-1.2409
-1.9006,-2.1133,-1.241
-1.9004,-2.1145,-1.2411
-1.9003,-2.1156,-1.2413
-1.9002,-2.1168,-1.2414
-1.9001,-2.1179,-1.2415
-1.8999,-2.1191,-1.2416
-1.8998,-2.1202,-1.2418
-1.8997,-2.1213,-1.2419
-1.8996,-2.1224,-1.242
-1.8994,-2.1235,-1.2421
-1.8993,-2.1246,-1.2423
-1.8992,-2.1256,-1.2424
-1.8991,-2.1267,-1.2425
-1.899,-2.1277,-1.2426
-1.8988,-2.1288,-1.2428
-1.8987,-2.1298,-1.2429
-1.8986,-2.1308,-1.243
-1.8985,-2.1318,-1.2431
-1.8984,-2.1328,-1.2432
-1.8982,-2.1338,-1.2434
-1.8981,-2.1347,-1.2435
-1.898,-2.1357,-1.2436
-1.8979,-2.1366,-1.2437
-1.8978,-2.1375,-1.2438
-1.8976,-2.1385,-1.2439
-1.8975,-2.1394,-1.2441
-1.8974,-2.1403,-1.2442
-1.8973,-2.1411,-1.2443
-1.8972,-2.142,-1.2444
-1.8971,-2.1429,-1.2445
-1.897,-2.1437,-1.2446
-1.8969,-2.1445,-1.2447
-1.8968,-2.1454,-1.2448
-1.8966,-2.1462,-1.2449
-1.8965,-2.147,-1.2451
-1.8964,-2.1477,-1.2452
-1.8963,-2.1485,-1.2453
-1.8962,-2.1493,-1.2454
-1.8961,-2.15,-1.2455
-1.896,-2.1508,-1.2456
-1.8959,-2.1515,-1.2457
-1.8958,-2.1522,-1.2458
-1.8957,-2.1529,-1.2459
-1.8956,-2.1536,-1.246
-1.8955,-2.1542,-1.246
-1.8955,-2.1549,-1.2461
-1.8954,-2.1555,-1.2462
-1.8953,-2.1562,-1.2463
-1.8952,-2.1568,-1.2464
-1.8951,-2.1574,-1.2465
-1.895,-2.158,-1.2466
-1.8949,-2.1586,-1.2467
-1.8948,-2.1592,-1.2468
-1.8948,-2.1597,-1.2468
-1.8947,-2.1603,-1.2469
-1.8946,-2.1608,-1.247
-1.8945,-2.1613,-1.2471
-1.8945,-2.1618,-1.2471
-1.8944,-2.1623,-1.2472
-1.8943,-2.1628,-1.2473
-1.8942,-2.1633,-1.2474
-1.8942,-2.1637,-1.2474
-1.8941,-2.1642,-1.2475
-1.894,-2.1646,-1.2476
-1.894,-2.165,-1.2476
-1.8939,-2.1654,-1.2477
-1.8939,-2.1658,-1.2477
-1.8938,-2.1662,-1.2478
-1.8937,-2.1665,-1.2478
-1.8937,-2.1669,-1.2479
-1.8936,-2.1672,-1.248
-1.8936,-2.1676,-1.248
-1.8935,-2.1679,-1.248
-1.8935,-2.1682,-1.2481
-1.8935,-2.1684,-1.2481
-1.8934,-2.1687,-1.2482
-1.8934,-2.169,-1.2482
-1.8933,-2.1692,-1.2483
-1.8933,-2.1695,-1.2483
-1.8933,-2.1697,-1.2483
-1.8932,-2.1699,-1.2484
-1.8932,-2.1701,-1.2484
-1.8932,-2.1703,-1.2484
-1.8931,-2.1704,-1.2484
-1.8931,-2.1706,-1.2485
-1.8931,-2.1707,-1.2485
-1.8931,-2.1708,-1.2485
-1.8931,-2.171,-1.2485
-1.893,-2.1711,-1.2485
-1.893,-2.1711,-1.2486
-1.893,-2.1712,-1.2486
-1.893,-2.1713,-1.2486
-1.893,-2.1713,-1.2486
-1.893,-2.1714,-1.2486
-1.893,-2.1714,-1.2486
-1.893,-2.1714,-1.2486
-1.893,-2.1714,-1.2486
-1.893,-2.1714,-1.2486
-1.893,-2.1713,-1.2486
-1.893,-2.1713,-1.2486
-1.893,-2.1712,-1.2486
-1.893,-2.1712,-1.2486
-1.893,-2.1711,-1.2485
-1.8931,-2.171,-1.2485
-1.8931,-2.1709,-1.2485
-1.8931,-2.1707,-1.2485
-1.8931,-2.1706,-1.2485
-1.8931,-2.1704,-1.2484
-1.8932,-2.1703,-1.2484
-1.8932,-2.1701,-1.2484
-1.8932,-2.1699,-1.2484
-1.8933,-2.1697,-1.2483
-1.8933,-2.1695,-1.2483
-1.8933,-2.1693,-1.2483
-1.8934,-2.169,-1.2482
-1.8934,-2.1688,-1.2482
-1.8934,-2.1685,-1.2481
-1.8935,-2.1682,-1.2481
-1.8935,-2.1679,-1.2481
-1.8936,-2.1676,-1.248
-1.8936,-2.1673,-1.248
-1.8937,-2.1669,-1.2479
-1.8937,-2.1666,-1.2479
-1.8938,-2.1662,-1.2478
-1.8938,-2.1659,-1.2477
-1.8939,-2.1655,-1.2477
-1.894,-2.1651,-1.2476
-1.894,-2.1647,-1.2476
-1.8941,-2.1642,-1.2475
